id,name,weight,height,image,base_hp,base_attack,base_defense,base_special_defense,base_speed,base_special_attack,base_stat_total
952,scovillain,150,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/952.png,65,108,65,65,75,108,486
953,rellor,10,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/953.png,41,50,60,58,30,31,270
954,rabsca,35,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/954.png,75,50,85,100,45,115,470
955,flittle,15,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/955.png,30,35,30,30,75,55,255
956,espathra,900,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/956.png,95,60,60,60,105,101,481
957,tinkatink,89,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/957.png,50,45,45,64,58,35,297
958,tinkatuff,591,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/958.png,65,55,55,82,78,45,380
959,tinkaton,1128,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/959.png,85,75,77,105,94,70,506
960,wiglett,18,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/960.png,10,55,25,25,95,35,245
961,wugtrio,54,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/961.png,35,100,50,70,120,50,425
962,bombirdier,429,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/962.png,70,103,85,85,82,60,485
963,finizen,602,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/963.png,70,45,40,40,75,45,315
964,palafin-zero,602,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/964.png,100,70,72,62,100,53,457
965,varoom,350,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/965.png,45,70,63,45,47,30,300
966,revavroom,1200,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/966.png,80,119,90,67,90,54,500
967,cyclizar,630,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/967.png,70,95,65,65,121,85,501
968,orthworm,3100,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/968.png,70,85,145,55,65,60,480
969,glimmet,80,7,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/969.png,48,35,42,60,60,105,350
970,glimmora,450,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/970.png,83,55,90,81,86,130,525
971,greavard,350,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/971.png,50,61,60,55,34,30,290
972,houndstone,150,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/972.png,72,101,100,97,68,50,488
973,flamigo,370,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/973.png,82,115,74,64,90,75,500
974,cetoddle,450,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/974.png,108,68,45,40,43,30,334
975,cetitan,7000,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/975.png,170,113,65,55,73,45,521
976,veluza,900,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/976.png,90,102,73,65,70,78,478
977,dondozo,2200,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/977.png,150,100,115,65,35,65,530
978,tatsugiri-curly,80,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/978.png,68,50,60,95,82,120,475
979,annihilape,560,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/979.png,110,115,80,90,90,50,535
980,clodsire,2230,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/980.png,130,75,60,100,20,45,430
981,farigiraf,1600,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/981.png,120,90,70,70,60,110,520
982,dudunsparce-two-segment,392,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/982.png,125,100,80,75,55,85,520
983,kingambit,1200,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/983.png,100,135,120,85,50,60,550
984,great-tusk,3200,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/984.png,115,131,131,53,87,53,570
985,scream-tail,80,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/985.png,115,65,99,115,111,65,570
986,brute-bonnet,210,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/986.png,111,127,99,99,55,79,570
987,flutter-mane,40,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/987.png,55,55,55,135,135,135,570
988,slither-wing,920,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/988.png,85,135,79,105,81,85,570
989,sandy-shocks,600,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/989.png,85,81,97,85,101,121,570
990,iron-treads,2400,9,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/990.png,90,112,120,70,106,72,570
991,iron-bundle,110,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/991.png,56,80,114,60,136,124,570
992,iron-hands,3807,18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/992.png,154,140,108,68,50,50,570
993,iron-jugulis,1110,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/993.png,94,80,86,80,108,122,570
994,iron-moth,360,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/994.png,80,70,60,110,110,140,570
995,iron-thorns,3030,16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/995.png,100,134,110,84,72,70,570
996,frigibax,170,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/996.png,65,75,45,45,55,35,320
997,arctibax,300,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/997.png,90,95,66,65,62,45,423
998,baxcalibur,2100,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/998.png,115,145,92,86,87,75,600
999,gimmighoul,50,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/999.png,45,30,70,70,10,75,300
1000,gholdengo,300,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1000.png,87,60,95,91,84,133,550
1001,wo-chien,742,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1001.png,85,85,100,135,70,95,570
1002,chien-pao,1522,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1002.png,80,120,80,65,135,90,570
1003,ting-lu,6997,27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1003.png,155,110,125,80,45,55,570
1004,chi-yu,49,4,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1004.png,55,80,80,120,100,135,570
1005,roaring-moon,3800,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1005.png,105,139,71,101,119,55,590
1006,iron-valiant,350,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1006.png,74,130,90,60,116,120,590
1007,koraidon,3030,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1007.png,100,135,115,100,135,85,670
1008,miraidon,2400,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1008.png,100,85,100,115,135,135,670
1009,walking-wake,2800,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/1009.png,99,83,91,83,109,125,590
